"","text","user_screen_name","is_retweet","date_created","truncated","quote_count","reply_count","retweet_count","favorite_count","retweet_text","retweet_original_user"
"290","""The amount of Fentanyl it takes to knock you out is actually shocking, Mrs. H.""","_claraoswalds",FALSE,"Sat Dec 29 03:03:09 +0000 2012",FALSE,0,0,0,0,NA,NA
"291","Ouch. But less ouch than I was anticipating. This tweet has been brought to you by morphine, fentanyl, and toradol.","NGDaigle",FALSE,"Sat Dec 29 02:09:36 +0000 2012",FALSE,0,0,0,0,NA,NA
"292","@vorvolaka powerful thing that fentanyl..handle wif care..","SantinaKitteh",FALSE,"Sat Dec 29 01:27:27 +0000 2012",FALSE,0,0,0,0,NA,NA
"293","@vorvolaka worst than dying..fentanyl.. survival mode, catalyst of codeine to let liver do another compound.. stop taking heart meds...","SantinaKitteh",FALSE,"Sat Dec 29 01:14:55 +0000 2012",FALSE,0,0,0,0,NA,NA
"294","Ratio-fentanyl Used With Pharmacy, http://t.co/8QXfyqQ3","Taplejungonline",FALSE,"Fri Dec 28 23:06:49 +0000 2012",FALSE,0,0,0,0,NA,NA
"295","@kaybee1978 brilliant blog, I have c.pain, on fentanyl patch so I can really relate. 'How's the pain?' 'The same' the same conv for 9 years","Sazza7",FALSE,"Fri Dec 28 20:49:09 +0000 2012",FALSE,0,1,0,0,NA,NA
"296","Sigh...my doc mistakenly gave me 75mcg fentanyl not 100s...so I'm omw back to get 25s to add to them I shouldn't  be spell-checking my doc","turtlebain",FALSE,"Fri Dec 28 18:53:46 +0000 2012",FALSE,0,0,0,0,NA,NA
"297","@FahrizPrasetio gw jg binguung iz,ada apa kgk ya sebener'a.bsk titip ya,iz fentanyl'a td lu ambil kan?ngga disatuin sm plastik kan?","annikeputrii",FALSE,"Fri Dec 28 17:46:11 +0000 2012",FALSE,0,0,0,0,NA,NA
"298","Fentanyl transdermal system: Uses and side effects - Helium http://t.co/DFGvLAYB","MenakaSanthush",FALSE,"Fri Dec 28 17:22:18 +0000 2012",FALSE,0,0,0,0,NA,NA
"299","#Fentanyl #Pain #Relief : DURAGESIC AND #ACTIQ #TREATMENT -&gt;&gt;&gt;
http://t.co/SmjUUa70","travels007",FALSE,"Fri Dec 28 14:14:55 +0000 2012",FALSE,0,0,0,0,NA,NA
"300","@francescap79 Had great success with fentanyl patches. Controlled pain without drowsiness.","lanina123",FALSE,"Fri Dec 28 14:03:52 +0000 2012",FALSE,0,0,0,0,NA,NA
"301","RT @NewsWorksWHYY: Pa. health officials warn that overdoses on the #opiate 'fentanyl' have led to at least 50 deaths http://t.co/PJj3nVE7v9","Elana_Gordon",TRUE,"Sun Jun 30 23:13:49 +0000 2013",FALSE,0,0,0,0,"Pa. health officials warn that overdoses on the #opiate 'fentanyl' have led to at least 50 deaths http://t.co/PJj3nVE7v9","WHYYNews"
"302","Love me, love me That Fentanyl, it numb me Beautiful to get ugly Turn you into a junkey @MacMiller #WMWTSO","gutairhero910",FALSE,"Sun Jun 30 23:03:02 +0000 2013",FALSE,0,0,0,0,NA,NA
"303","RT @NewsWorksWHYY: Pa. health officials warn that overdoses on the #opiate 'fentanyl' have led to at least 50 deaths http://t.co/PJj3nVE7v9","Delaware_DHSS",TRUE,"Sun Jun 30 22:28:51 +0000 2013",FALSE,0,0,0,0,"Pa. health officials warn that overdoses on the #opiate 'fentanyl' have led to at least 50 deaths http://t.co/PJj3nVE7v9","WHYYNews"
"304","Forum: New to Fentanyl ....I hate it! - Hi Annie,    I'm so sorry to hear about your negative experience with Fent... http://t.co/WteQs1fe1P","druginfo",FALSE,"Sun Jun 30 22:26:53 +0000 2013",FALSE,0,0,0,0,NA,NA
"305","Pa. health officials warn that overdoses on the #opiate 'fentanyl' have led to at least 50 deaths http://t.co/PJj3nVE7v9","WHYYNews",FALSE,"Sun Jun 30 22:20:23 +0000 2013",FALSE,0,0,2,1,NA,NA
"306","love me, love me, that fentanyl, it numbs me.","restwiththeless",FALSE,"Sun Jun 30 21:50:27 +0000 2013",FALSE,0,0,0,0,NA,NA
"307","News - Fentanyl transdermal system: Uses and side effects - http://t.co/tYel0ZC","Pandula77",FALSE,"Sun Jun 30 20:52:24 +0000 2013",FALSE,0,0,0,0,NA,NA
"308","FENTANYL DRUG TEST: Fentanyl (Duragesic, Sublimaze) is an extremely fast-acting synthetic narcotic a http://t.co/Bz1zWq2Rqe","NextGenCounsel",FALSE,"Sun Jun 30 20:39:46 +0000 2013",FALSE,0,0,0,0,NA,NA
"309","Love me love me, that fentanyl it numb me. Beautiful will get ugly, turn ya into a junkie","vamplrate",FALSE,"Sun Jun 30 20:06:12 +0000 2013",FALSE,0,0,0,0,NA,NA
"310","#NotHeroin Allegheny County confronted with #fentanyl overdoses. http://t.co/IjRjY7IYoA","DrugsWRCPC",FALSE,"Sun Jun 30 19:47:10 +0000 2013",FALSE,0,0,0,0,NA,NA
"311","RT @making_hisTORI_: Love me, love me, that fentanyl it numb me, beautiful it get ugly, turn you into a junkie","courtneydelicc",TRUE,"Sun Jun 30 19:38:41 +0000 2013",FALSE,0,0,0,0,"Love me, love me, that fentanyl it numb me, beautiful it get ugly, turn you into a junkie","making_hisTORI_"
"312","@CTsurgicalmum beats Fentanyl into a cocked hat though!","TokenHag",FALSE,"Sun Jun 30 18:54:18 +0000 2013",FALSE,0,0,0,0,NA,NA
"313","Love me, love me, that fentanyl it numb me, beautiful it get ugly, turn you into a junkie","making_hisTORI_",FALSE,"Sun Jun 30 17:34:13 +0000 2013",FALSE,0,0,1,0,NA,NA
"314","Daily read -Fentanyl transdermal system: Uses and side effects - http://t.co/OCcyYvYcnH","HeyYoungc",FALSE,"Sun Jun 30 17:28:14 +0000 2013",FALSE,0,0,0,0,NA,NA
"315","Allegheny County confronted with fentanyl overdoses http://t.co/XX3OFdnzBk","FPTFCrimeWatch",FALSE,"Sun Jun 30 17:08:03 +0000 2013",FALSE,0,0,0,0,NA,NA
"316","Allegheny County confronted with fentanyl overdoses http://t.co/UM5RFt4EHi","FPTFCrimeWatch",FALSE,"Sun Jun 30 17:07:27 +0000 2013",FALSE,0,0,0,0,NA,NA
"317","Love me love me. That fentanyl it numb me.","DaIycMan",FALSE,"Sun Jun 30 16:05:08 +0000 2013",FALSE,0,0,0,0,NA,NA
"318","More people in my family have choked to death chewing a Fentanyl patch than you might think at first glance.","aprilmaywilson",FALSE,"Sun Jun 30 15:27:20 +0000 2013",FALSE,0,0,2,7,NA,NA
"319","Toko banguna bnyk deg hha :p RT @sonyayoanda: Dimana harus cari fentanyl injeksi :s","evan_piercelo",FALSE,"Sun Jun 30 14:01:11 +0000 2013",FALSE,0,0,0,0,NA,NA
"320","@foxnosockss (I can't have grapefruit/grapefruit products and juices on fentanyl bc of major interaction &amp; better if I avoid acidic fruits)","kyliesparks",FALSE,"Sun Jun 30 13:54:55 +0000 2013",FALSE,0,0,0,0,NA,NA
"321","NW Line - Fentanyl transdermal system: Uses and side effects http://t.co/qghpBSzwq1","anilsiri19",FALSE,"Sun Jun 30 13:08:32 +0000 2013",FALSE,0,0,0,0,NA,NA
"322","I'm not allowed to get up by myself and momma patty is dead ass asleep and I can say my hunger for being on fentanyl is at like a 4000000","kyliesparks",FALSE,"Sun Jun 30 12:59:19 +0000 2013",FALSE,0,1,0,1,NA,NA
"323","Dimana harus cari fentanyl injeksi :s","sonyayoanda",FALSE,"Sun Jun 30 12:37:59 +0000 2013",FALSE,0,0,0,0,NA,NA
"324","@SydneyGen coming off of fentanyl a few weeks ago nearly killed me.","annidale",FALSE,"Sun Jun 30 11:59:08 +0000 2013",FALSE,0,0,0,0,NA,NA
"325","Acetyl fentanyl is not FDA approved nor commercially available, yet has been linked to deaths in RI &amp; other states http://t.co/v2sQvS5jvd","AODtxWorks",FALSE,"Sun Jun 30 11:46:04 +0000 2013",FALSE,0,0,0,0,NA,NA
"326","@claudiaa1988 Ja klopt de verhoging van de fentanyl werkt pas na een dag of zo. dus snap het idd ook wel. Benieuwd wat ze morgen zeggen 1/2","koukleumnl",FALSE,"Sun Jun 30 09:23:05 +0000 2013",FALSE,0,1,0,0,NA,NA
"327","@claudiaa1988 Oei dat geloof ik inderdaad. Dan worden de bijwerkingen extra versterkt. Daarom vond de arts het bij mij beter om fentanyl 1/2","koukleumnl",FALSE,"Sun Jun 30 09:00:41 +0000 2013",FALSE,0,1,0,0,NA,NA
"328","love me love me that fentanyl it numb me","__ashizzzle",FALSE,"Sun Jun 30 09:00:34 +0000 2013",FALSE,0,0,0,0,NA,NA
"329","Fentanyl transdermal system: Uses and side effects - Helium http://t.co/U1Di0gtibH","MenakaSanthush",FALSE,"Sun Jun 30 06:22:17 +0000 2013",FALSE,0,0,0,0,NA,NA
"330","Kangen d ajarin ngedrip fentanyl k infus asering oleh dokter agus simahendra :(","peelissa",FALSE,"Sun Jun 30 05:55:05 +0000 2013",FALSE,0,0,0,0,NA,NA
"331","Allegheny County confronted with fentanyl overdoses http://t.co/bApy3jP3zW","pittsburghnews1",FALSE,"Sun Jun 30 05:36:43 +0000 2013",FALSE,0,0,0,0,NA,NA
"332","Allegheny County confronted with fentanyl overdoses http://t.co/KCkoTnjEiD","penn_news",FALSE,"Sun Jun 30 05:27:22 +0000 2013",FALSE,0,0,0,0,NA,NA
"333","@IDontReallyKara sounds like fentanyl haha","Mach_Zartin05",FALSE,"Sun Jun 30 05:25:05 +0000 2013",FALSE,0,0,0,0,NA,NA
"334","The state Department of Drug and Alcohol Programs issued a warning last week about the drug fentanyl and its der ...  http://t.co/dCQPAGD8Hf","pennsylvaniasun",FALSE,"Sun Jun 30 05:22:28 +0000 2013",FALSE,0,0,0,0,NA,NA
"335","@xdaydayg ""Love me, love me, that fentanyl, it numb me.""","reevlilg",FALSE,"Sun Jun 30 04:56:02 +0000 2013",FALSE,0,0,0,0,NA,NA
"336","Tapering - I want to taper off fentanyl...advice? http://t.co/Dso9WM4mgX","PsychThriller",FALSE,"Sun Jun 30 04:04:08 +0000 2013",FALSE,0,0,0,0,NA,NA
"337","Allegheny County confronted with fentanyl overdoses - Jun 29 @ 11:04 PM ET http://t.co/fL9muDy8P8","PulpNews",FALSE,"Sun Jun 30 03:04:25 +0000 2013",FALSE,0,0,0,0,NA,NA
"338","FENTANYL DRUG TEST: Fentanyl (Duragesic, Sublimaze) is an extremely fast-acting synthetic narcotic a http://t.co/GJ6qz67jgY","NextGenCounsel",FALSE,"Sun Jun 30 02:55:42 +0000 2013",FALSE,0,0,0,0,NA,NA
"339","Love me, love me, that fentanyl it numbs me","Bigblackattack",FALSE,"Sun Jun 30 00:25:11 +0000 2013",FALSE,0,0,0,0,NA,NA
"340","News - Fentanyl transdermal system: Uses and side effects - http://t.co/tYel0ZC","Pandula77",FALSE,"Sat Jun 29 21:03:01 +0000 2013",FALSE,0,0,0,0,NA,NA
"341","RT @pharminews: NMS Labs offers testing for acetyl fentanyl in response to CDC Health Advisory http://t.co/zBtN7MdNGK #pharminews","farmacistinews",TRUE,"Sat Jun 29 20:27:18 +0000 2013",FALSE,0,0,0,0,"NMS Labs offers testing for acetyl fentanyl in response to CDC Health Advisory http://t.co/zBtN7MdNGK #pharminews","pharminews"
"342","Daily read -Fentanyl transdermal system: Uses and side effects - http://t.co/OCcyYvYcnH","HeyYoungc",FALSE,"Sat Jun 29 18:02:23 +0000 2013",FALSE,0,0,0,0,NA,NA
"343","Morphine: T to peak onset 20-30 min, duration 2-4 hrs Fentanyl: T to peak onset 1-3 min, dur 30-45 min Dilaudid 10-20 min, dur 1-3 hrs.","HarkinsSociety",FALSE,"Sat Jun 29 16:00:17 +0000 2013",FALSE,0,0,0,0,NA,NA
"344","@Dcameronreid my clinic's policy is if you have carries &amp; test + for fentanyl, loss of carries for min 3-6 months.","TheLittlestToy",FALSE,"Sat Jun 29 15:35:33 +0000 2013",FALSE,0,0,0,0,NA,NA
"345","@Dcameronreid sorry I missed this - was at work. HOLY SHIT. Fentanyl is SO scary. That's pretty hardcore to start with.","TheLittlestToy",FALSE,"Sat Jun 29 15:23:51 +0000 2013",FALSE,0,0,0,0,NA,NA
"346","Valium ""@anotherted: Fentanyl RT @ahilman3: Rohipnol kaleee..""@LilikSis: rujak cubung.""@anotherted: Apa jgn2 si kokom abis minum megadon+","ahilman3",FALSE,"Sat Jun 29 14:33:03 +0000 2013",FALSE,0,0,0,0,NA,NA
"347","Fentanyl RT @ahilman3: Rohipnol kaleee..""@LilikSis: rujak cubung.""@anotherted: Apa jgn2 si kokom abis minum megadon+aer raksa""""","anotherted",FALSE,"Sat Jun 29 14:30:22 +0000 2013",FALSE,0,0,0,0,NA,NA
"348","Fentanyl transdermal system: Uses and side effects - by Anthony Megna - Helium http://t.co/QSKJYPLcl0","1957ant",FALSE,"Sat Jun 29 14:28:09 +0000 2013",FALSE,0,0,0,0,NA,NA
"349","RT @CanonMacPatch: A public warning has been issued for a drug similar to #heroin. Many overdose deaths have been reported http://t.co/vldT…","NSFire48",TRUE,"Sat Jun 29 14:22:25 +0000 2013",FALSE,0,0,0,0,"A public warning has been issued for a drug similar to #heroin. Many overdose deaths have been reported http://t.co/vldTyBcOS4","CanonMacPatch"
"350","Love me love me, that fentanyl it numb me, beautiful it get ugly, turn you into a junkieee <f0><U+009F><U+0092><U+009E>","finanicole_",FALSE,"Sat Jun 29 14:18:57 +0000 2013",FALSE,0,0,0,0,NA,NA
"351","Where there's a will (to inject opiates), there's a way http://t.co/rmYcUi438e","mztorontopainmd",FALSE,"Sat Jun 29 14:03:59 +0000 2013",FALSE,0,0,0,0,NA,NA
"352","Love me love me that fentanyl numbs me.","tdjackson93",FALSE,"Sat Jun 29 14:01:28 +0000 2013",FALSE,0,0,0,0,NA,NA
"353","#RFP: FENTANYL TRANSMUCOSAL LOZENGES (001 2013/06/28)... http://t.co/1ZE218Jjhc","RFPbidsCanada",FALSE,"Sat Jun 29 13:28:48 +0000 2013",FALSE,0,0,0,0,NA,NA
"354","A public warning has been issued for a drug similar to #heroin. Many overdose deaths have been reported http://t.co/vldTyBcOS4","CanonMacPatch",FALSE,"Sat Jun 29 13:15:13 +0000 2013",FALSE,0,0,1,0,NA,NA
"355","RT @taherkw: There is a risk of serotonin syndrome when serotonergic drugs are administered concomitantly with fentanyl containing products.","Ph_Raed1989",TRUE,"Sat Jun 29 13:10:42 +0000 2013",FALSE,0,0,0,0,"There is a risk of serotonin syndrome when serotonergic drugs are administered concomitantly with fentanyl containing products.","taherkw"
"356","@Dcameronreid purity variance is the problem here as far as I can tell. And fentanyl is a much bigger problem. Especially with methadone.","TheLittlestToy",FALSE,"Sat Jun 29 12:48:02 +0000 2013",FALSE,0,0,0,0,NA,NA
"357","I have taken off my fentanyl patch in the hopes that it will get easier to breathe again. Breathing takes priority over pain.","kathryninstereo",FALSE,"Sat Jun 29 11:37:10 +0000 2013",FALSE,0,1,0,0,NA,NA
"358","*suntik stesolid ke mbake* *pakekan fentanyl kalo perlu*","_uthee",FALSE,"Sat Jun 29 10:20:33 +0000 2013",FALSE,0,0,0,0,NA,NA
"359","RT @cirrostratus75: #TourDeFrance   L’équipe NARCOTIQUES
  Sponsorisée par : Buprénorphine, Dextromoramide et Fentanyl","Hendrix331",TRUE,"Sat Jun 29 09:29:19 +0000 2013",FALSE,0,0,0,0,"#TourDeFrance   L’équipe NARCOTIQUES
  Sponsorisée par : Buprénorphine, Dextromoramide et Fentanyl","cirrostratus75"
"360","Fentanyl abuse suspected in two deaths http://t.co/yVsVTFNeFN","AlecTownsend",FALSE,"Sat Jun 29 07:38:52 +0000 2013",FALSE,0,0,0,0,NA,NA
"361","Pennsylvania Issues Fentanyl Warning - http://t.co/OMDmvuHVHk (blog) http://t.co/P3BNjX5vVa","paontheweb",FALSE,"Sat Jun 29 07:38:14 +0000 2013",FALSE,0,0,0,0,NA,NA
"362","FENTANYL DRUG TEST: Fentanyl (Duragesic, Sublimaze) is an extremely fast-acting synthetic narcotic a http://t.co/Dd6mIB4qdh","NextGenCounsel",FALSE,"Sat Jun 29 06:13:14 +0000 2013",FALSE,0,0,0,0,NA,NA
"363","Fentanyl transdermal system: Uses and side effects - Helium http://t.co/U1Di0gtibH","MenakaSanthush",FALSE,"Sat Jun 29 05:32:40 +0000 2013",FALSE,0,0,0,0,NA,NA
"364","NMS Labs offers testing for acetyl fentanyl in response to CDC Health Advisory http://t.co/zBtN7MdNGK #pharminews","pharminews",FALSE,"Sat Jun 29 05:12:45 +0000 2013",FALSE,0,0,1,0,NA,NA
"365","NMS Labs offers testing for acetyl fentanyl in response to CDC Health Advisory http://t.co/PD0u1uIluh #news #pharma","pharminews",FALSE,"Sat Jun 29 05:03:59 +0000 2013",FALSE,0,0,0,0,NA,NA
"366","News -Fentanyl transdermal system: Uses and side effects - http://t.co/7xfA1AuEXV","HeyYoungc",FALSE,"Sat Jun 29 04:49:38 +0000 2013",FALSE,0,0,0,0,NA,NA
"367","News: NMS Labs offers testing for acetyl fentanyl in response to CDC Health Advisory http://t.co/VF8Hs6kk34","PrescriptionBio",FALSE,"Sat Jun 29 04:24:42 +0000 2013",FALSE,0,0,0,0,NA,NA
"368","News: NMS Labs offers testing for acetyl fentanyl in response to CDC Health Advisory http://t.co/Fv4JXXuzlh","BiologicalB",FALSE,"Sat Jun 29 04:23:39 +0000 2013",FALSE,0,0,0,0,NA,NA
"369","Department of Drug and Alcohol Programs warns about drug acetyl fentanyl  http://t.co/BYzY1lwkIR","Pennsyl_News_",FALSE,"Sat Jun 29 02:11:29 +0000 2013",FALSE,0,0,0,0,NA,NA
"370","@DoctorChristian I've been having severe stomach cramping since coming of Fentanyl patches. Is this normal/coincidence?","BeckyG53",FALSE,"Sat Jun 29 02:02:29 +0000 2013",FALSE,0,0,0,0,NA,NA
"371","Jun 28, Fentanyl Abuse: Aree you familiar with fentanyl abuse? Fentanyl is about 100 times… http://t.co/AjhYuZO7Lx","sobrietyaddict",FALSE,"Sat Jun 29 01:43:57 +0000 2013",FALSE,0,0,0,0,NA,NA
"372","Jun 28, Fentanyl Abuse: Aree you familiar with fentanyl abuse? Fentanyl is about 100 times more potent than mo... http://t.co/0RAcUufnf7","sobrietyaddict",FALSE,"Sat Jun 29 01:43:32 +0000 2013",FALSE,0,0,0,0,NA,NA
"373","Alert - Fentanyl transdermal system: Uses and side effects - http://t.co/sDlfnvBbTW","Pandula77",FALSE,"Sat Jun 29 00:57:14 +0000 2013",FALSE,0,0,0,0,NA,NA
"374","RT @celinemendoza: love me 
love me 
that fentanyl~it numb me 
beautiful get ugly
turn you into a junkie<f0><U+009F><U+0092><U+0080>","sony_paska",TRUE,"Sat Jun 29 00:46:28 +0000 2013",FALSE,0,0,0,0,"love me 
love me 
that fentanyl~it numb me 
beautiful get ugly
turn you into a junkie<f0><U+009F><U+0092><U+0080>","svdxtrvsh"
"375","love me 
love me 
that fentanyl~it numb me 
beautiful get ugly
turn you into a junkie<f0><U+009F><U+0092><U+0080>","svdxtrvsh",FALSE,"Sat Jun 29 00:38:51 +0000 2013",FALSE,0,0,1,0,NA,NA
"376","Pennsylvania issues fentanyl warning #acetylFentanyl #screenforit #overdose http://t.co/MUklVhrze9 via @sharethis","DrugsWRCPC",FALSE,"Sat Jun 29 00:10:12 +0000 2013",FALSE,0,0,0,0,NA,NA
"377","that fentanyl. it numb me","Blastphemous_",FALSE,"Sat Jun 29 00:02:05 +0000 2013",FALSE,0,0,0,0,NA,NA
"378","Love me love me that fentanyl it numb me","NorphDaConquer",FALSE,"Fri Jun 28 22:40:20 +0000 2013",FALSE,0,0,0,0,NA,NA
"379","NMS Labs offers testing for acetyl fentanyl in response to CDC Health Advisory http://t.co/7NDCRojbSm","EON_Health",FALSE,"Fri Jun 28 22:28:24 +0000 2013",FALSE,0,0,0,0,NA,NA
"380","Outstanding Blog by @phileil Ok, it's outstanding because I'm in it  http://t.co/po2uOTdnBx  Nice that he kept he real, raw, and adult","bobbyo1967",FALSE,"Fri Jun 28 22:26:45 +0000 2013",FALSE,0,0,0,1,NA,NA
"381","Pennsylvania Issues Fentanyl Warning: http://t.co/xqQrkVNHVH","WHYYThePulse",FALSE,"Fri Jun 28 22:10:42 +0000 2013",FALSE,0,0,0,0,NA,NA
"382","Pa. warns about deaths from fentanyl
http://t.co/xhX2UMCgh4","LDNews",FALSE,"Fri Jun 28 21:58:20 +0000 2013",FALSE,0,0,0,0,NA,NA
"383","So I guess there's something going on with fentanyl patches at my job ... Great","ItsKitaBaby",FALSE,"Fri Jun 28 21:52:10 +0000 2013",FALSE,0,0,0,0,NA,NA
"384","NMS Labs offers testing for acetyl fentanyl in response to CDC Health Advisory http://t.co/Rhoz7KUam5","BW_Health",FALSE,"Fri Jun 28 21:34:47 +0000 2013",FALSE,0,0,0,0,NA,NA
"385","NMS Labs offers testing for acetyl fentanyl in response to CDC Health Advisory http://t.co/ftgTGG6osz #law","dlvr_law",FALSE,"Fri Jun 28 21:32:02 +0000 2013",FALSE,0,0,0,0,NA,NA
"386","NMS Labs offers testing for acetyl fentanyl in response to CDC Health Advisory http://t.co/eN9cksV5Mh","dlvr_politics",FALSE,"Fri Jun 28 21:32:02 +0000 2013",FALSE,0,0,0,0,NA,NA
"387","NMS Labs offers testing for acetyl fentanyl in response to CDC Health Advisory http://t.co/yYQ2K5hePy #pharma","dlvr_pharma",FALSE,"Fri Jun 28 21:30:27 +0000 2013",FALSE,0,0,0,0,NA,NA
"388","NMS Labs offers testing for acetyl fentanyl in response to CDC Health Advisory http://t.co/PnRRBvXix0","dlvr_news",FALSE,"Fri Jun 28 21:24:17 +0000 2013",FALSE,0,0,0,0,NA,NA
"389","Love me, love me , that fentanyl , it numb me","TheLaGardeShow",FALSE,"Fri Jun 28 21:21:51 +0000 2013",FALSE,0,0,0,0,NA,NA
"390","Contraindications for Fentanyl?","Vudu_Medic",FALSE,"Fri Jun 28 21:20:26 +0000 2013",FALSE,0,0,0,0,NA,NA
"391","Alert Line - Fentanyl transdermal system: Uses and side effects http://t.co/V3qk3PCATm","anilsiri19",FALSE,"Fri Jun 28 21:05:46 +0000 2013",FALSE,0,0,0,0,NA,NA
"392","Pennsylvania Issues Fentanyl Warning http://t.co/Cs0KddQibH","WHYYNews",FALSE,"Fri Jun 28 20:59:03 +0000 2013",FALSE,0,0,0,0,NA,NA
"393","There is a risk of serotonin syndrome when serotonergic drugs are administered concomitantly with fentanyl containing products.","taherkw",FALSE,"Fri Jun 28 20:51:51 +0000 2013",FALSE,0,0,1,0,NA,NA
"394","Pretty sure clear fentanyl patches are almost impossible to abuse except ""as is."" IV is extremely bad idea… @kakkers123 @Drogoteca @KFxNews","PavelCristovic",FALSE,"Fri Jun 28 20:40:48 +0000 2013",FALSE,0,1,1,0,NA,NA
"395","@Keegan_Clayton #nursingproblems indeed!!! Argh at least it was a fentanyl ampule and not noradrenalin #ouch","HafPierce",FALSE,"Fri Jun 28 20:06:35 +0000 2013",FALSE,0,0,0,0,NA,NA
"396","After series of overdose-deaths across 12+ counties, #Pennsylvania issues fentanyl warning http://t.co/gyL1wi2hRu via @NewsWorksWHYY","Elana_Gordon",FALSE,"Fri Jun 28 19:48:10 +0000 2013",FALSE,0,0,0,0,NA,NA
"397","Vermoedelijk 2 doden in Finland door misbruik fentanyl via Finlandsite - het laatste nieuws over ... http://t.co/Fvug7mnZS2","finlandnieuws",FALSE,"Fri Jun 28 19:34:50 +0000 2013",FALSE,0,0,0,0,NA,NA
"398","Love me, love me... that fentanyl it numb me","1trillwillx",FALSE,"Fri Jun 28 19:34:14 +0000 2013",FALSE,0,0,0,0,NA,NA
"399","Pennsylvania Issues Fentanyl Warning http://t.co/0iYmDge4f0","WHYYNews",FALSE,"Fri Jun 28 19:21:32 +0000 2013",FALSE,0,0,0,0,NA,NA
"400","@Marfie67 ja het heet instany ,fentanyl,je hebt er ook pleisters van voor continu afgiften dit is snelwerkend,binnen 10 min :p","elfje13",FALSE,"Fri Jun 28 18:55:54 +0000 2013",FALSE,0,0,0,0,NA,NA
"401","#fentanyl patch for pain http://t.co/YKJmIPQkL7","barelli_rmj",FALSE,"Tue Dec 31 21:06:10 +0000 2013",FALSE,0,0,7,0,NA,NA
"402","RT @srrezaie: Conversion of Transdermal Fentanyl to Oral Narcotics #FOAMed #MedEd #ABIM #REBELEM http://t.co/rNrbiG5jrz","jason22thompson",TRUE,"Tue Dec 31 20:34:40 +0000 2013",FALSE,0,0,0,0,"Conversion of Transdermal Fentanyl to Oral Narcotics #FOAMed #MedEd #ABIM #REBELEM http://t.co/rNrbiG5jrz","srrezaie"
"403","RT @srrezaie: Conversion of Transdermal Fentanyl to Oral Narcotics #FOAMed #MedEd #ABIM #REBELEM http://t.co/rNrbiG5jrz","AntonioTocino1",TRUE,"Tue Dec 31 20:26:28 +0000 2013",FALSE,0,0,0,0,"Conversion of Transdermal Fentanyl to Oral Narcotics #FOAMed #MedEd #ABIM #REBELEM http://t.co/rNrbiG5jrz","srrezaie"
"404","RT @srrezaie: Conversion of Transdermal Fentanyl to Oral Narcotics #FOAMed #MedEd #ABIM #REBELEM http://t.co/rNrbiG5jrz","DitchDocRN14",TRUE,"Tue Dec 31 20:13:27 +0000 2013",FALSE,0,0,0,0,"Conversion of Transdermal Fentanyl to Oral Narcotics #FOAMed #MedEd #ABIM #REBELEM http://t.co/rNrbiG5jrz","srrezaie"
"405","RT @srrezaie: Conversion of Transdermal Fentanyl to Oral Narcotics #FOAMed #MedEd #ABIM #REBELEM http://t.co/rNrbiG5jrz","curromir",TRUE,"Tue Dec 31 20:11:56 +0000 2013",FALSE,0,0,0,0,"Conversion of Transdermal Fentanyl to Oral Narcotics #FOAMed #MedEd #ABIM #REBELEM http://t.co/rNrbiG5jrz","srrezaie"
"406","RT @srrezaie: Conversion of Transdermal Fentanyl to Oral Narcotics #FOAMed #MedEd #ABIM #REBELEM http://t.co/rNrbiG5jrz","MDChet",TRUE,"Tue Dec 31 19:47:53 +0000 2013",FALSE,0,0,0,0,"Conversion of Transdermal Fentanyl to Oral Narcotics #FOAMed #MedEd #ABIM #REBELEM http://t.co/rNrbiG5jrz","srrezaie"
"407","Georgina family shares after son's fentanyl overdose http://t.co/OyFSDvgJxM via @yorkregion","kathymochnacki",FALSE,"Tue Dec 31 19:38:18 +0000 2013",FALSE,0,0,1,0,NA,NA
"408","Conversion of Transdermal Fentanyl to Oral Narcotics #FOAMed #MedEd #ABIM #REBELEM http://t.co/rNrbiG5jrz","srrezaie",FALSE,"Tue Dec 31 19:24:45 +0000 2013",FALSE,0,1,5,7,NA,NA
"409","News - Fentanyl transdermal system: Uses and side effects - http://t.co/tYel0ZC","Pandula77",FALSE,"Tue Dec 31 18:31:27 +0000 2013",FALSE,0,0,0,0,NA,NA
"410","The danger of the sedative medicine Fentanyl: .uGq","baditucy",FALSE,"Tue Dec 31 16:20:57 +0000 2013",FALSE,0,0,0,0,NA,NA
"411","@cagans76 @SantinaKitteh candle to discontinuing the fentanyl patch. But mama didn't want to continue the rest of her life that way.","caseymarie7",FALSE,"Tue Dec 31 14:53:24 +0000 2013",FALSE,0,2,0,0,NA,NA
"412","Alert - Fentanyl transdermal system: Uses and side effects - http://t.co/fckT03Yi7T","Pandula77",FALSE,"Tue Dec 31 14:48:12 +0000 2013",FALSE,0,0,0,0,NA,NA
"413","Forum: FENTANYL 50 MCG/HOUR TRANSDERMAL PATCH - Hi, my husband was put on Fentanyl patch 25mg every 3 days, it was... http://t.co/RD6XGGuZCf","druginfo",FALSE,"Tue Dec 31 14:37:07 +0000 2013",FALSE,0,0,0,0,NA,NA
"414","@a_c81 Wow,i've been there,Fentanyl a cpl years ago,withdrawl not funny for sure.","lore3440",FALSE,"Tue Dec 31 13:19:56 +0000 2013",FALSE,0,1,0,0,NA,NA
